 Operating Cost (k$)
                                                                                                                                                      
 Year,Plant,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
                                                                                                                                                      
2016,Fuel1       ,  148.8,  134.4,  148.8,   144.,  148.8,   144.,  148.8,  148.8,   144.,  148.8,   144.,  148.8,      1752.
    ,Fuel2       ,115.228,104.077,115.228,111.511,115.228,111.511,115.228,115.228,111.511,115.228,111.511,115.228,      1357.                                                                                                                                                      

    ,ThermalCost,264.028,238.477,264.028,255.511,264.028,255.511,264.028,264.028,255.511,264.028,255.511,264.028,      3109.
    ,Benefits   ,     0.,     0.,     0.,     0.,     0.,     0.,     0.,     0.,     0.,     0.,     0.,     0.,         0.
    ,DeficitCost,3224.46,2912.42,3224.46,3120.46,3224.46,3120.46,3224.46,3224.46,3120.46,3224.46,3120.46,3224.46,     37965.                                                                                                                                                      
