Varies per block?       ,    1,Unit    ,k$     ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   1,   1,   1,  6.2000    ,  5.5800                                  
   1,   1,   2,  6.2000    ,  3.0346                                  
   1,   1,   3,  6.2000    ,  5.5800                                  
   1,   1,   4,  6.2000    ,  5.1578                                  
   1,   1,   5,  6.2000    ,  2.0553                                  
   1,   1,   6,  6.2000    ,  5.5800                                  
   1,   1,   7,  6.2000    ,  4.3096                                  
   1,   1,   8,  6.2000    ,  5.5800                                  
   1,   1,   9,  6.2000    ,  5.5800                                  
   1,   1,  10,  6.2000    ,  4.8397                                  
   1,   1,  11,  6.2000    ,  5.5800                                  
   1,   1,  12,  6.2000    ,  2.3594                                  
   1,   1,  13,  6.2000    ,  5.5800                                  
   1,   1,  14,  6.2000    ,  5.5800                                  
   1,   1,  15,  6.2000    ,  5.5800                                  
   1,   1,  16,  6.2000    ,  5.5800                                  
   1,   1,  17,  6.2000    ,  5.5800                                  
   1,   1,  18,  6.2000    ,  5.5800                                  
   1,   1,  19,  6.2000    ,  2.1529                                  
   1,   1,  20,  6.2000    ,  5.5800                                  
   1,   1,  21,  6.2000    ,  5.5800                                  
   1,   1,  22,  6.2000    ,  2.0386                                  
   1,   1,  23,  6.2000    ,  5.5800                                  
   1,   1,  24,  6.2000    ,  5.5800                                  
   2,   1,   1,  5.6000    ,  2.1311                                  
   2,   1,   2,  5.6000    ,  5.0400                                  
   2,   1,   3,  5.6000    ,  3.8926                                  
   2,   1,   4,  5.6000    ,  5.0400                                  
   2,   1,   5,  5.6000    ,  5.0400                                  
   2,   1,   6,  5.6000    ,  2.7409                                  
   2,   1,   7,  5.6000    ,  5.0400                                  
   2,   1,   8,  5.6000    ,  5.0400                                  
   2,   1,   9,  5.6000    ,  1.8564                                  
   2,   1,  10,  5.6000    ,  5.0400                                  
   2,   1,  11,  5.6000    ,  4.6586                                  
   2,   1,  12,  5.6000    ,  5.0400                                  
   2,   1,  13,  5.6000    ,  5.0400                                  
   2,   1,  14,  5.6000    ,  4.3714                                  
   2,   1,  15,  5.6000    ,  5.0400                                  
   2,   1,  16,  5.6000    ,  5.0400                                  
   2,   1,  17,  5.6000    ,  5.0400                                  
   2,   1,  18,  5.6000    ,  1.9446                                  
   2,   1,  19,  5.6000    ,  5.0400                                  
   2,   1,  20,  5.6000    ,  5.0400                                  
   2,   1,  21,  5.6000    ,  5.0400                                  
   2,   1,  22,  5.6000    ,  5.0400                                  
   2,   1,  23,  5.6000    ,  1.8413                                  
   2,   1,  24,  5.6000    ,  5.0400                                  
   3,   1,   1,  6.2000    ,  5.5800                                  
   3,   1,   2,  6.2000    ,  3.0346                                  
   3,   1,   3,  6.2000    ,  5.5800                                  
   3,   1,   4,  6.2000    ,  5.1578                                  
   3,   1,   5,  6.2000    ,  2.0553                                  
   3,   1,   6,  6.2000    ,  5.5800                                  
   3,   1,   7,  6.2000    ,  4.3096                                  
   3,   1,   8,  6.2000    ,  5.5800                                  
   3,   1,   9,  6.2000    ,  5.5800                                  
   3,   1,  10,  6.2000    ,  4.8397                                  
   3,   1,  11,  6.2000    ,  5.5800                                  
   3,   1,  12,  6.2000    ,  2.3594                                  
   3,   1,  13,  6.2000    ,  5.5800                                  
   3,   1,  14,  6.2000    ,  5.5800                                  
   3,   1,  15,  6.2000    ,  5.5800                                  
   3,   1,  16,  6.2000    ,  5.5800                                  
   3,   1,  17,  6.2000    ,  5.5800                                  
   3,   1,  18,  6.2000    ,  5.5800                                  
   3,   1,  19,  6.2000    ,  2.1529                                  
   3,   1,  20,  6.2000    ,  5.5800                                  
   3,   1,  21,  6.2000    ,  5.5800                                  
   3,   1,  22,  6.2000    ,  2.0386                                  
   3,   1,  23,  6.2000    ,  5.5800                                  
   3,   1,  24,  6.2000    ,  5.5800                                  
   4,   1,   1,  6.0000    ,  1.9728                                  
   4,   1,   2,  6.0000    ,  5.4000                                  
   4,   1,   3,  6.0000    ,  5.4000                                  
   4,   1,   4,  6.0000    ,  4.9914                                  
   4,   1,   5,  6.0000    ,  5.4000                                  
   4,   1,   6,  6.0000    ,  2.9367                                  
   4,   1,   7,  6.0000    ,  5.4000                                  
   4,   1,   8,  6.0000    ,  5.4000                                  
   4,   1,   9,  6.0000    ,  4.1706                                  
   4,   1,  10,  6.0000    ,  5.4000                                  
   4,   1,  11,  6.0000    ,  5.4000                                  
   4,   1,  12,  6.0000    ,  2.2833                                  
   4,   1,  13,  6.0000    ,  4.6836                                  
   4,   1,  14,  6.0000    ,  2.0835                                  
   4,   1,  15,  6.0000    ,  5.4000                                  
   4,   1,  16,  6.0000    ,  5.4000                                  
   4,   1,  17,  6.0000    ,  5.4000                                  
   4,   1,  18,  6.0000    ,  5.4000                                  
   4,   1,  19,  6.0000    ,  5.4000                                  
   4,   1,  20,  6.0000    ,  5.4000                                  
   4,   1,  21,  6.0000    ,  5.4000                                  
   4,   1,  22,  6.0000    ,  5.4000                                  
   4,   1,  23,  6.0000    ,  1.9890                                  
   4,   1,  24,  6.0000    ,  5.4000                                  
   5,   1,   1,  6.2000    ,  5.5800                                  
   5,   1,   2,  6.2000    ,  3.0346                                  
