Varies per block?       ,    1,Unit    ,k$     ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   5,   1,   3,  6.2000    ,  5.5800                                  
   5,   1,   4,  6.2000    ,  5.1578                                  
   5,   1,   5,  6.2000    ,  2.0553                                  
   5,   1,   6,  6.2000    ,  5.5800                                  
   5,   1,   7,  6.2000    ,  4.3096                                  
   5,   1,   8,  6.2000    ,  5.5800                                  
   5,   1,   9,  6.2000    ,  5.5800                                  
   5,   1,  10,  6.2000    ,  4.8397                                  
   5,   1,  11,  6.2000    ,  5.5800                                  
   5,   1,  12,  6.2000    ,  2.3594                                  
   5,   1,  13,  6.2000    ,  5.5800                                  
   5,   1,  14,  6.2000    ,  5.5800                                  
   5,   1,  15,  6.2000    ,  5.5800                                  
   5,   1,  16,  6.2000    ,  5.5800                                  
   5,   1,  17,  6.2000    ,  5.5800                                  
   5,   1,  18,  6.2000    ,  5.5800                                  
   5,   1,  19,  6.2000    ,  2.1529                                  
   5,   1,  20,  6.2000    ,  5.5800                                  
   5,   1,  21,  6.2000    ,  5.5800                                  
   5,   1,  22,  6.2000    ,  2.0386                                  
   5,   1,  23,  6.2000    ,  5.5800                                  
   5,   1,  24,  6.2000    ,  5.5800                                  
   6,   1,   1,  6.0000    ,  1.9728                                  
   6,   1,   2,  6.0000    ,  5.4000                                  
   6,   1,   3,  6.0000    ,  5.4000                                  
   6,   1,   4,  6.0000    ,  4.9914                                  
   6,   1,   5,  6.0000    ,  5.4000                                  
   6,   1,   6,  6.0000    ,  2.9367                                  
   6,   1,   7,  6.0000    ,  5.4000                                  
   6,   1,   8,  6.0000    ,  5.4000                                  
   6,   1,   9,  6.0000    ,  4.1706                                  
   6,   1,  10,  6.0000    ,  5.4000                                  
   6,   1,  11,  6.0000    ,  5.4000                                  
   6,   1,  12,  6.0000    ,  2.2833                                  
   6,   1,  13,  6.0000    ,  4.6836                                  
   6,   1,  14,  6.0000    ,  2.0835                                  
   6,   1,  15,  6.0000    ,  5.4000                                  
   6,   1,  16,  6.0000    ,  5.4000                                  
   6,   1,  17,  6.0000    ,  5.4000                                  
   6,   1,  18,  6.0000    ,  5.4000                                  
   6,   1,  19,  6.0000    ,  5.4000                                  
   6,   1,  20,  6.0000    ,  5.4000                                  
   6,   1,  21,  6.0000    ,  5.4000                                  
   6,   1,  22,  6.0000    ,  5.4000                                  
   6,   1,  23,  6.0000    ,  1.9890                                  
   6,   1,  24,  6.0000    ,  5.4000                                  
   7,   1,   1,  6.2000    ,  5.5800                                  
   7,   1,   2,  6.2000    ,  3.0346                                  
   7,   1,   3,  6.2000    ,  5.5800                                  
   7,   1,   4,  6.2000    ,  5.1578                                  
   7,   1,   5,  6.2000    ,  2.0553                                  
   7,   1,   6,  6.2000    ,  5.5800                                  
   7,   1,   7,  6.2000    ,  4.3096                                  
   7,   1,   8,  6.2000    ,  5.5800                                  
   7,   1,   9,  6.2000    ,  5.5800                                  
   7,   1,  10,  6.2000    ,  4.8397                                  
   7,   1,  11,  6.2000    ,  5.5800                                  
   7,   1,  12,  6.2000    ,  2.3594                                  
   7,   1,  13,  6.2000    ,  5.5800                                  
   7,   1,  14,  6.2000    ,  5.5800                                  
   7,   1,  15,  6.2000    ,  5.5800                                  
   7,   1,  16,  6.2000    ,  5.5800                                  
   7,   1,  17,  6.2000    ,  5.5800                                  
   7,   1,  18,  6.2000    ,  5.5800                                  
   7,   1,  19,  6.2000    ,  2.1529                                  
   7,   1,  20,  6.2000    ,  5.5800                                  
   7,   1,  21,  6.2000    ,  5.5800                                  
   7,   1,  22,  6.2000    ,  2.0386                                  
   7,   1,  23,  6.2000    ,  5.5800                                  
   7,   1,  24,  6.2000    ,  5.5800                                  
   8,   1,   1,  6.2000    ,  5.5800                                  
   8,   1,   2,  6.2000    ,  3.0346                                  
   8,   1,   3,  6.2000    ,  5.5800                                  
   8,   1,   4,  6.2000    ,  5.1578                                  
   8,   1,   5,  6.2000    ,  2.0553                                  
   8,   1,   6,  6.2000    ,  5.5800                                  
   8,   1,   7,  6.2000    ,  4.3096                                  
   8,   1,   8,  6.2000    ,  5.5800                                  
   8,   1,   9,  6.2000    ,  5.5800                                  
   8,   1,  10,  6.2000    ,  4.8397                                  
   8,   1,  11,  6.2000    ,  5.5800                                  
   8,   1,  12,  6.2000    ,  2.3594                                  
   8,   1,  13,  6.2000    ,  5.5800                                  
   8,   1,  14,  6.2000    ,  5.5800                                  
   8,   1,  15,  6.2000    ,  5.5800                                  
   8,   1,  16,  6.2000    ,  5.5800                                  
   8,   1,  17,  6.2000    ,  5.5800                                  
   8,   1,  18,  6.2000    ,  5.5800                                  
   8,   1,  19,  6.2000    ,  2.1529                                  
   8,   1,  20,  6.2000    ,  5.5800                                  
   8,   1,  21,  6.2000    ,  5.5800                                  
   8,   1,  22,  6.2000    ,  2.0386                                  
   8,   1,  23,  6.2000    ,  5.5800                                  
   8,   1,  24,  6.2000    ,  5.5800                                  
   9,   1,   1,  6.0000    ,  1.9728                                  
   9,   1,   2,  6.0000    ,  5.4000                                  
   9,   1,   3,  6.0000    ,  5.4000                                  
   9,   1,   4,  6.0000    ,  4.9914                                  
   9,   1,   5,  6.0000    ,  5.4000                                  
   9,   1,   6,  6.0000    ,  2.9367                                  
   9,   1,   7,  6.0000    ,  5.4000                                  
   9,   1,   8,  6.0000    ,  5.4000                                  
   9,   1,   9,  6.0000    ,  4.1706                                  
   9,   1,  10,  6.0000    ,  5.4000                                  
   9,   1,  11,  6.0000    ,  5.4000                                  
   9,   1,  12,  6.0000    ,  2.2833                                  
   9,   1,  13,  6.0000    ,  4.6836                                  
   9,   1,  14,  6.0000    ,  2.0835                                  
   9,   1,  15,  6.0000    ,  5.4000                                  
   9,   1,  16,  6.0000    ,  5.4000                                  
   9,   1,  17,  6.0000    ,  5.4000                                  
   9,   1,  18,  6.0000    ,  5.4000                                  
   9,   1,  19,  6.0000    ,  5.4000                                  
   9,   1,  20,  6.0000    ,  5.4000                                  
   9,   1,  21,  6.0000    ,  5.4000                                  
   9,   1,  22,  6.0000    ,  5.4000                                  
   9,   1,  23,  6.0000    ,  1.9890                                  
   9,   1,  24,  6.0000    ,  5.4000                                  
  10,   1,   1,  6.2000    ,  5.5800                                  
  10,   1,   2,  6.2000    ,  3.0346                                  
  10,   1,   3,  6.2000    ,  5.5800                                  
  10,   1,   4,  6.2000    ,  5.1578                                  
  10,   1,   5,  6.2000    ,  2.0553                                  
  10,   1,   6,  6.2000    ,  5.5800                                  
  10,   1,   7,  6.2000    ,  4.3096                                  
  10,   1,   8,  6.2000    ,  5.5800                                  
  10,   1,   9,  6.2000    ,  5.5800                                  
  10,   1,  10,  6.2000    ,  4.8397                                  
  10,   1,  11,  6.2000    ,  5.5800                                  
  10,   1,  12,  6.2000    ,  2.3594                                  
  10,   1,  13,  6.2000    ,  5.5800                                  
  10,   1,  14,  6.2000    ,  5.5800                                  
  10,   1,  15,  6.2000    ,  5.5800                                  
  10,   1,  16,  6.2000    ,  5.5800                                  
  10,   1,  17,  6.2000    ,  5.5800                                  
  10,   1,  18,  6.2000    ,  5.5800                                  
  10,   1,  19,  6.2000    ,  2.1529                                  
  10,   1,  20,  6.2000    ,  5.5800                                  
  10,   1,  21,  6.2000    ,  5.5800                                  
  10,   1,  22,  6.2000    ,  2.0386                                  
  10,   1,  23,  6.2000    ,  5.5800                                  
  10,   1,  24,  6.2000    ,  5.5800                                  
  11,   1,   1,  6.0000    ,  1.9728                                  
  11,   1,   2,  6.0000    ,  5.4000                                  
  11,   1,   3,  6.0000    ,  5.4000                                  
  11,   1,   4,  6.0000    ,  4.9914                                  
  11,   1,   5,  6.0000    ,  5.4000                                  
  11,   1,   6,  6.0000    ,  2.9367                                  
  11,   1,   7,  6.0000    ,  5.4000                                  
  11,   1,   8,  6.0000    ,  5.4000                                  
  11,   1,   9,  6.0000    ,  4.1706                                  
  11,   1,  10,  6.0000    ,  5.4000                                  
  11,   1,  11,  6.0000    ,  5.4000                                  
  11,   1,  12,  6.0000    ,  2.2833                                  
  11,   1,  13,  6.0000    ,  4.6836                                  
  11,   1,  14,  6.0000    ,  2.0835                                  
  11,   1,  15,  6.0000    ,  5.4000                                  
  11,   1,  16,  6.0000    ,  5.4000                                  
  11,   1,  17,  6.0000    ,  5.4000                                  
  11,   1,  18,  6.0000    ,  5.4000                                  
  11,   1,  19,  6.0000    ,  5.4000                                  
  11,   1,  20,  6.0000    ,  5.4000                                  
  11,   1,  21,  6.0000    ,  5.4000                                  
  11,   1,  22,  6.0000    ,  5.4000                                  
  11,   1,  23,  6.0000    ,  1.9890                                  
  11,   1,  24,  6.0000    ,  5.4000                                  
  12,   1,   1,  6.2000    ,  5.5800                                  
  12,   1,   2,  6.2000    ,  3.0346                                  
  12,   1,   3,  6.2000    ,  5.5800                                  
  12,   1,   4,  6.2000    ,  5.1578                                  
  12,   1,   5,  6.2000    ,  2.0553                                  
  12,   1,   6,  6.2000    ,  5.5800                                  
  12,   1,   7,  6.2000    ,  4.3096                                  
  12,   1,   8,  6.2000    ,  5.5800                                  
  12,   1,   9,  6.2000    ,  5.5800                                  
  12,   1,  10,  6.2000    ,  4.8397                                  
  12,   1,  11,  6.2000    ,  5.5800                                  
  12,   1,  12,  6.2000    ,  2.3594                                  
  12,   1,  13,  6.2000    ,  5.5800                                  
  12,   1,  14,  6.2000    ,  5.5800                                  
  12,   1,  15,  6.2000    ,  5.5800                                  
  12,   1,  16,  6.2000    ,  5.5800                                  
  12,   1,  17,  6.2000    ,  5.5800                                  
  12,   1,  18,  6.2000    ,  5.5800                                  
  12,   1,  19,  6.2000    ,  2.1529                                  
  12,   1,  20,  6.2000    ,  5.5800                                  
  12,   1,  21,  6.2000    ,  5.5800                                  
  12,   1,  22,  6.2000    ,  2.0386                                  
  12,   1,  23,  6.2000    ,  5.5800                                  
  12,   1,  24,  6.2000    ,  5.5800                                  
