Varies per block?       ,    1,Unit    ,GWh    ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   1,   1,   1, 0.77500    , 0.46500                                  
   1,   1,   2, 0.77500    , 0.25288                                  
   1,   1,   3, 0.77500    , 0.46500                                  
   1,   1,   4, 0.77500    , 0.42981                                  
   1,   1,   5, 0.77500    , 0.17128                                  
   1,   1,   6, 0.77500    , 0.46500                                  
   1,   1,   7, 0.77500    , 0.35913                                  
   1,   1,   8, 0.77500    , 0.46500                                  
   1,   1,   9, 0.77500    , 0.46500                                  
   1,   1,  10, 0.77500    , 0.40331                                  
   1,   1,  11, 0.77500    , 0.46500                                  
   1,   1,  12, 0.77500    , 0.19662                                  
   1,   1,  13, 0.77500    , 0.46500                                  
   1,   1,  14, 0.77500    , 0.46500                                  
   1,   1,  15, 0.77500    , 0.46500                                  
   1,   1,  16, 0.77500    , 0.46500                                  
   1,   1,  17, 0.77500    , 0.46500                                  
   1,   1,  18, 0.77500    , 0.46500                                  
   1,   1,  19, 0.77500    , 0.17941                                  
   1,   1,  20, 0.77500    , 0.46500                                  
   1,   1,  21, 0.77500    , 0.46500                                  
   1,   1,  22, 0.77500    , 0.16988                                  
   1,   1,  23, 0.77500    , 0.46500                                  
   1,   1,  24, 0.77500    , 0.46500                                  
   2,   1,   1, 0.70000    , 0.17759                                  
   2,   1,   2, 0.70000    , 0.42000                                  
   2,   1,   3, 0.70000    , 0.32438                                  
   2,   1,   4, 0.70000    , 0.42000                                  
   2,   1,   5, 0.70000    , 0.42000                                  
   2,   1,   6, 0.70000    , 0.22841                                  
   2,   1,   7, 0.70000    , 0.42000                                  
   2,   1,   8, 0.70000    , 0.42000                                  
   2,   1,   9, 0.70000    , 0.15470                                  
   2,   1,  10, 0.70000    , 0.42000                                  
   2,   1,  11, 0.70000    , 0.38822                                  
   2,   1,  12, 0.70000    , 0.42000                                  
   2,   1,  13, 0.70000    , 0.42000                                  
   2,   1,  14, 0.70000    , 0.36428                                  
   2,   1,  15, 0.70000    , 0.42000                                  
   2,   1,  16, 0.70000    , 0.42000                                  
