Varies per block?       ,    1,Unit    ,GWh    ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   2,   1,  17, 0.70000    , 0.42000                                  
   2,   1,  18, 0.70000    , 0.16205                                  
   2,   1,  19, 0.70000    , 0.42000                                  
   2,   1,  20, 0.70000    , 0.42000                                  
   2,   1,  21, 0.70000    , 0.42000                                  
   2,   1,  22, 0.70000    , 0.42000                                  
   2,   1,  23, 0.70000    , 0.15344                                  
   2,   1,  24, 0.70000    , 0.42000                                  
   3,   1,   1, 0.77500    , 0.46500                                  
   3,   1,   2, 0.77500    , 0.25288                                  
   3,   1,   3, 0.77500    , 0.46500                                  
   3,   1,   4, 0.77500    , 0.42981                                  
   3,   1,   5, 0.77500    , 0.17128                                  
   3,   1,   6, 0.77500    , 0.46500                                  
   3,   1,   7, 0.77500    , 0.35913                                  
   3,   1,   8, 0.77500    , 0.46500                                  
   3,   1,   9, 0.77500    , 0.46500                                  
   3,   1,  10, 0.77500    , 0.40331                                  
   3,   1,  11, 0.77500    , 0.46500                                  
   3,   1,  12, 0.77500    , 0.19662                                  
   3,   1,  13, 0.77500    , 0.46500                                  
   3,   1,  14, 0.77500    , 0.46500                                  
   3,   1,  15, 0.77500    , 0.46500                                  
   3,   1,  16, 0.77500    , 0.46500                                  
   3,   1,  17, 0.77500    , 0.46500                                  
   3,   1,  18, 0.77500    , 0.46500                                  
   3,   1,  19, 0.77500    , 0.17941                                  
   3,   1,  20, 0.77500    , 0.46500                                  
   3,   1,  21, 0.77500    , 0.46500                                  
   3,   1,  22, 0.77500    , 0.16988                                  
   3,   1,  23, 0.77500    , 0.46500                                  
   3,   1,  24, 0.77500    , 0.46500                                  
   4,   1,   1, 0.75000    , 0.16440                                  
   4,   1,   2, 0.75000    , 0.45000                                  
   4,   1,   3, 0.75000    , 0.45000                                  
   4,   1,   4, 0.75000    , 0.41595                                  
   4,   1,   5, 0.75000    , 0.45000                                  
   4,   1,   6, 0.75000    , 0.24472                                  
   4,   1,   7, 0.75000    , 0.45000                                  
   4,   1,   8, 0.75000    , 0.45000                                  
   4,   1,   9, 0.75000    , 0.34755                                  
   4,   1,  10, 0.75000    , 0.45000                                  
   4,   1,  11, 0.75000    , 0.45000                                  
   4,   1,  12, 0.75000    , 0.19028                                  
   4,   1,  13, 0.75000    , 0.39030                                  
   4,   1,  14, 0.75000    , 0.17362                                  
   4,   1,  15, 0.75000    , 0.45000                                  
   4,   1,  16, 0.75000    , 0.45000                                  
   4,   1,  17, 0.75000    , 0.45000                                  
   4,   1,  18, 0.75000    , 0.45000                                  
   4,   1,  19, 0.75000    , 0.45000                                  
   4,   1,  20, 0.75000    , 0.45000                                  
   4,   1,  21, 0.75000    , 0.45000                                  
   4,   1,  22, 0.75000    , 0.45000                                  
   4,   1,  23, 0.75000    , 0.16575                                  
   4,   1,  24, 0.75000    , 0.45000                                  
   5,   1,   1, 0.77500    , 0.46500                                  
   5,   1,   2, 0.77500    , 0.25288                                  
   5,   1,   3, 0.77500    , 0.46500                                  
   5,   1,   4, 0.77500    , 0.42981                                  
   5,   1,   5, 0.77500    , 0.17128                                  
   5,   1,   6, 0.77500    , 0.46500                                  
   5,   1,   7, 0.77500    , 0.35913                                  
   5,   1,   8, 0.77500    , 0.46500                                  
   5,   1,   9, 0.77500    , 0.46500                                  
   5,   1,  10, 0.77500    , 0.40331                                  
   5,   1,  11, 0.77500    , 0.46500                                  
   5,   1,  12, 0.77500    , 0.19662                                  
   5,   1,  13, 0.77500    , 0.46500                                  
   5,   1,  14, 0.77500    , 0.46500                                  
   5,   1,  15, 0.77500    , 0.46500                                  
   5,   1,  16, 0.77500    , 0.46500                                  
   5,   1,  17, 0.77500    , 0.46500                                  
   5,   1,  18, 0.77500    , 0.46500                                  
   5,   1,  19, 0.77500    , 0.17941                                  
   5,   1,  20, 0.77500    , 0.46500                                  
   5,   1,  21, 0.77500    , 0.46500                                  
   5,   1,  22, 0.77500    , 0.16988                                  
   5,   1,  23, 0.77500    , 0.46500                                  
   5,   1,  24, 0.77500    , 0.46500                                  
   6,   1,   1, 0.75000    , 0.16440                                  
   6,   1,   2, 0.75000    , 0.45000                                  
   6,   1,   3, 0.75000    , 0.45000                                  
   6,   1,   4, 0.75000    , 0.41595                                  
   6,   1,   5, 0.75000    , 0.45000                                  
   6,   1,   6, 0.75000    , 0.24472                                  
   6,   1,   7, 0.75000    , 0.45000                                  
   6,   1,   8, 0.75000    , 0.45000                                  
   6,   1,   9, 0.75000    , 0.34755                                  
   6,   1,  10, 0.75000    , 0.45000                                  
   6,   1,  11, 0.75000    , 0.45000                                  
   6,   1,  12, 0.75000    , 0.19028                                  
   6,   1,  13, 0.75000    , 0.39030                                  
   6,   1,  14, 0.75000    , 0.17362                                  
   6,   1,  15, 0.75000    , 0.45000                                  
   6,   1,  16, 0.75000    , 0.45000                                  
   6,   1,  17, 0.75000    , 0.45000                                  
   6,   1,  18, 0.75000    , 0.45000                                  
   6,   1,  19, 0.75000    , 0.45000                                  
   6,   1,  20, 0.75000    , 0.45000                                  
   6,   1,  21, 0.75000    , 0.45000                                  
   6,   1,  22, 0.75000    , 0.45000                                  
   6,   1,  23, 0.75000    , 0.16575                                  
   6,   1,  24, 0.75000    , 0.45000                                  
   7,   1,   1, 0.77500    , 0.46500                                  
   7,   1,   2, 0.77500    , 0.25288                                  
   7,   1,   3, 0.77500    , 0.46500                                  
   7,   1,   4, 0.77500    , 0.42981                                  
   7,   1,   5, 0.77500    , 0.17128                                  
   7,   1,   6, 0.77500    , 0.46500                                  
   7,   1,   7, 0.77500    , 0.35913                                  
   7,   1,   8, 0.77500    , 0.46500                                  
   7,   1,   9, 0.77500    , 0.46500                                  
   7,   1,  10, 0.77500    , 0.40331                                  
   7,   1,  11, 0.77500    , 0.46500                                  
   7,   1,  12, 0.77500    , 0.19662                                  
   7,   1,  13, 0.77500    , 0.46500                                  
   7,   1,  14, 0.77500    , 0.46500                                  
   7,   1,  15, 0.77500    , 0.46500                                  
   7,   1,  16, 0.77500    , 0.46500                                  
   7,   1,  17, 0.77500    , 0.46500                                  
   7,   1,  18, 0.77500    , 0.46500                                  
   7,   1,  19, 0.77500    , 0.17941                                  
   7,   1,  20, 0.77500    , 0.46500                                  
   7,   1,  21, 0.77500    , 0.46500                                  
   7,   1,  22, 0.77500    , 0.16988                                  
   7,   1,  23, 0.77500    , 0.46500                                  
   7,   1,  24, 0.77500    , 0.46500                                  
   8,   1,   1, 0.77500    , 0.46500                                  
   8,   1,   2, 0.77500    , 0.25288                                  
   8,   1,   3, 0.77500    , 0.46500                                  
   8,   1,   4, 0.77500    , 0.42981                                  
   8,   1,   5, 0.77500    , 0.17128                                  
   8,   1,   6, 0.77500    , 0.46500                                  
   8,   1,   7, 0.77500    , 0.35913                                  
   8,   1,   8, 0.77500    , 0.46500                                  
   8,   1,   9, 0.77500    , 0.46500                                  
   8,   1,  10, 0.77500    , 0.40331                                  
   8,   1,  11, 0.77500    , 0.46500                                  
   8,   1,  12, 0.77500    , 0.19662                                  
   8,   1,  13, 0.77500    , 0.46500                                  
   8,   1,  14, 0.77500    , 0.46500                                  
   8,   1,  15, 0.77500    , 0.46500                                  
   8,   1,  16, 0.77500    , 0.46500                                  
   8,   1,  17, 0.77500    , 0.46500                                  
   8,   1,  18, 0.77500    , 0.46500                                  
   8,   1,  19, 0.77500    , 0.17941                                  
   8,   1,  20, 0.77500    , 0.46500                                  
   8,   1,  21, 0.77500    , 0.46500                                  
   8,   1,  22, 0.77500    , 0.16988                                  
   8,   1,  23, 0.77500    , 0.46500                                  
   8,   1,  24, 0.77500    , 0.46500                                  
   9,   1,   1, 0.75000    , 0.16440                                  
   9,   1,   2, 0.75000    , 0.45000                                  
   9,   1,   3, 0.75000    , 0.45000                                  
   9,   1,   4, 0.75000    , 0.41595                                  
   9,   1,   5, 0.75000    , 0.45000                                  
   9,   1,   6, 0.75000    , 0.24472                                  
   9,   1,   7, 0.75000    , 0.45000                                  
   9,   1,   8, 0.75000    , 0.45000                                  
   9,   1,   9, 0.75000    , 0.34755                                  
   9,   1,  10, 0.75000    , 0.45000                                  
   9,   1,  11, 0.75000    , 0.45000                                  
   9,   1,  12, 0.75000    , 0.19028                                  
   9,   1,  13, 0.75000    , 0.39030                                  
   9,   1,  14, 0.75000    , 0.17362                                  
   9,   1,  15, 0.75000    , 0.45000                                  
   9,   1,  16, 0.75000    , 0.45000                                  
   9,   1,  17, 0.75000    , 0.45000                                  
   9,   1,  18, 0.75000    , 0.45000                                  
   9,   1,  19, 0.75000    , 0.45000                                  
   9,   1,  20, 0.75000    , 0.45000                                  
   9,   1,  21, 0.75000    , 0.45000                                  
   9,   1,  22, 0.75000    , 0.45000                                  
   9,   1,  23, 0.75000    , 0.16575                                  
   9,   1,  24, 0.75000    , 0.45000                                  
  10,   1,   1, 0.77500    , 0.46500                                  
  10,   1,   2, 0.77500    , 0.25288                                  
  10,   1,   3, 0.77500    , 0.46500                                  
  10,   1,   4, 0.77500    , 0.42981                                  
  10,   1,   5, 0.77500    , 0.17128                                  
  10,   1,   6, 0.77500    , 0.46500                                  
  10,   1,   7, 0.77500    , 0.35913                                  
  10,   1,   8, 0.77500    , 0.46500                                  
  10,   1,   9, 0.77500    , 0.46500                                  
  10,   1,  10, 0.77500    , 0.40331                                  
  10,   1,  11, 0.77500    , 0.46500                                  
  10,   1,  12, 0.77500    , 0.19662                                  
  10,   1,  13, 0.77500    , 0.46500                                  
  10,   1,  14, 0.77500    , 0.46500                                  
  10,   1,  15, 0.77500    , 0.46500                                  
  10,   1,  16, 0.77500    , 0.46500                                  
  10,   1,  17, 0.77500    , 0.46500                                  
  10,   1,  18, 0.77500    , 0.46500                                  
  10,   1,  19, 0.77500    , 0.17941                                  
  10,   1,  20, 0.77500    , 0.46500                                  
  10,   1,  21, 0.77500    , 0.46500                                  
  10,   1,  22, 0.77500    , 0.16988                                  
  10,   1,  23, 0.77500    , 0.46500                                  
  10,   1,  24, 0.77500    , 0.46500                                  
  11,   1,   1, 0.75000    , 0.16440                                  
  11,   1,   2, 0.75000    , 0.45000                                  
  11,   1,   3, 0.75000    , 0.45000                                  
  11,   1,   4, 0.75000    , 0.41595                                  
  11,   1,   5, 0.75000    , 0.45000                                  
  11,   1,   6, 0.75000    , 0.24472                                  
  11,   1,   7, 0.75000    , 0.45000                                  
  11,   1,   8, 0.75000    , 0.45000                                  
  11,   1,   9, 0.75000    , 0.34755                                  
  11,   1,  10, 0.75000    , 0.45000                                  
  11,   1,  11, 0.75000    , 0.45000                                  
  11,   1,  12, 0.75000    , 0.19028                                  
  11,   1,  13, 0.75000    , 0.39030                                  
  11,   1,  14, 0.75000    , 0.17362                                  
  11,   1,  15, 0.75000    , 0.45000                                  
  11,   1,  16, 0.75000    , 0.45000                                  
  11,   1,  17, 0.75000    , 0.45000                                  
  11,   1,  18, 0.75000    , 0.45000                                  
  11,   1,  19, 0.75000    , 0.45000                                  
  11,   1,  20, 0.75000    , 0.45000                                  
  11,   1,  21, 0.75000    , 0.45000                                  
  11,   1,  22, 0.75000    , 0.45000                                  
  11,   1,  23, 0.75000    , 0.16575                                  
  11,   1,  24, 0.75000    , 0.45000                                  
  12,   1,   1, 0.77500    , 0.46500                                  
  12,   1,   2, 0.77500    , 0.25288                                  
  12,   1,   3, 0.77500    , 0.46500                                  
  12,   1,   4, 0.77500    , 0.42981                                  
  12,   1,   5, 0.77500    , 0.17128                                  
  12,   1,   6, 0.77500    , 0.46500                                  
  12,   1,   7, 0.77500    , 0.35913                                  
  12,   1,   8, 0.77500    , 0.46500                                  
  12,   1,   9, 0.77500    , 0.46500                                  
  12,   1,  10, 0.77500    , 0.40331                                  
  12,   1,  11, 0.77500    , 0.46500                                  
  12,   1,  12, 0.77500    , 0.19662                                  
  12,   1,  13, 0.77500    , 0.46500                                  
  12,   1,  14, 0.77500    , 0.46500                                  
  12,   1,  15, 0.77500    , 0.46500                                  
  12,   1,  16, 0.77500    , 0.46500                                  
  12,   1,  17, 0.77500    , 0.46500                                  
  12,   1,  18, 0.77500    , 0.46500                                  
  12,   1,  19, 0.77500    , 0.17941                                  
  12,   1,  20, 0.77500    , 0.46500                                  
  12,   1,  21, 0.77500    , 0.46500                                  
  12,   1,  22, 0.77500    , 0.16988                                  
  12,   1,  23, 0.77500    , 0.46500                                  
  12,   1,  24, 0.77500    , 0.46500                                  
