Varies per block?       ,    1,Unit    ,GWh    ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,H1          ,H2                                        
   1,   1,   1,  0.0000    , 0.21762                                  
   1,   1,   2,  0.0000    ,  0.0000                                  
   1,   1,   3, 0.10540    ,  0.0000                                  
   1,   1,   4,  0.0000    , 0.28210E-01                              
   1,   1,   5,  0.0000    ,  0.0000                                  
   1,   1,   6, 0.13268    , 0.24490E-01                              
   1,   1,   7,  0.0000    ,  0.0000                                  
   1,   1,   8,  0.0000    , 0.25962                                  
   1,   1,   9,  0.0000    , 0.20631                                  
   1,   1,  10,  0.0000    , 0.10540E-01                              
   1,   1,  11,  0.0000    , 0.17360                                  
   1,   1,  12,  0.0000    ,  0.0000                                  
   1,   1,  13,  0.0000    , 0.23421                                  
   1,   1,  14,  0.0000    , 0.19081                                  
   1,   1,  15,  0.0000    , 0.19856                                  
   1,   1,  16,  0.0000    , 0.10106                                  
   1,   1,  17,  0.0000    , 0.13717                                  
   1,   1,  18,  0.0000    , 0.22692                                  
   1,   1,  19,  0.0000    ,  0.0000                                  
   1,   1,  20,  0.0000    , 0.21111                                  
   1,   1,  21,  0.0000    , 0.14027                                  
   1,   1,  22,  0.0000    ,  0.0000                                  
   1,   1,  23,  0.0000    , 0.20940                                  
   1,   1,  24,  0.0000    , 0.20708                                  
   2,   1,   1,  0.0000    ,  0.0000                                  
   2,   1,   2, 0.17234    ,  0.0000                                  
   2,   1,   3,  0.0000    ,  0.0000                                  
   2,   1,   4, 0.18704    ,  0.0000                                  
   2,   1,   5,  0.0000    , 0.12670                                  
   2,   1,   6,  0.0000    ,  0.0000                                  
   2,   1,   7,  0.0000    , 0.21154                                  
   2,   1,   8,  0.0000    , 0.95200E-01                              
   2,   1,   9,  0.0000    ,  0.0000                                  
   2,   1,  10,  0.0000    , 0.14196                                  
   2,   1,  11,  0.0000    , 0.25480E-01                              
   2,   1,  12,  0.0000    , 0.19656                                  
   2,   1,  13,  0.0000    , 0.23450                                  
   2,   1,  14,  0.0000    , 0.95200E-02                              
   2,   1,  15,  0.0000    , 0.17934                                  
   2,   1,  16,  0.0000    , 0.15680                                  
   2,   1,  17,  0.0000    , 0.20496                                  
   2,   1,  18,  0.0000    ,  0.0000                                  
   2,   1,  19,  0.0000    , 0.12390                                  
   2,   1,  20,  0.0000    , 0.18914                                  
   2,   1,  21,  0.0000    , 0.91280E-01                              
   2,   1,  22, 0.99400E-01, 0.91280E-01                              
   2,   1,  23,  0.0000    ,  0.0000                                  
   2,   1,  24, 0.18634    ,  0.0000                                  
   3,   1,   1, 0.21762    ,  0.0000                                  
   3,   1,   2,  0.0000    ,  0.0000                                  
   3,   1,   3, 0.10540    ,  0.0000                                  
   3,   1,   4,  0.0000    , 0.76581E-02                              
   3,   1,   5,  0.0000    ,  0.0000                                  
   3,   1,   6, 0.15717    ,  0.0000                                  
   3,   1,   7,  0.0000    ,  0.0000                                  
   3,   1,   8, 0.19456    , 0.65064E-01                              
   3,   1,   9,  0.0000    , 0.20631                                  
   3,   1,  10,  0.0000    ,  0.0000                                  
   3,   1,  11,  0.0000    , 0.17360                                  
   3,   1,  12,  0.0000    ,  0.0000                                  
   3,   1,  13,  0.0000    , 0.23421                                  
   3,   1,  14,  0.0000    , 0.19081                                  
   3,   1,  15,  0.0000    , 0.19856                                  
   3,   1,  16,  0.0000    , 0.10106                                  
   3,   1,  17,  0.0000    , 0.13717                                  
   3,   1,  18,  0.0000    , 0.22692                                  
   3,   1,  19,  0.0000    ,  0.0000                                  
   3,   1,  20,  0.0000    ,  0.0000                                  
   3,   1,  21,  0.0000    ,  0.0000                                  
   3,   1,  22,  0.0000    ,  0.0000                                  
   3,   1,  23, 0.20940    ,  0.0000                                  
   3,   1,  24, 0.20708    ,  0.0000                                  
   4,   1,   1,  0.0000    ,  0.0000                                  
   4,   1,   2, 0.25125    ,  0.0000                                  
   4,   1,   3, 0.13575    ,  0.0000                                  
   4,   1,   4,  0.0000    ,  0.0000                                  
   4,   1,   5, 0.73800E-01, 0.11835                                  
   4,   1,   6,  0.0000    ,  0.0000                                  
   4,   1,   7,  0.0000    , 0.10200                                  
   4,   1,   8,  0.0000    , 0.22665                                  
   4,   1,   9,  0.0000    ,  0.0000                                  
   4,   1,  10,  0.0000    , 0.21060                                  
   4,   1,  11,  0.0000    , 0.15210                                  
   4,   1,  12,  0.0000    ,  0.0000                                  
   4,   1,  13,  0.0000    ,  0.0000                                  
   4,   1,  14,  0.0000    ,  0.0000                                  
   4,   1,  15,  0.0000    , 0.20430                                  
   4,   1,  16,  0.0000    , 0.18465                                  
   4,   1,  17,  0.0000    , 0.16800                                  
   4,   1,  18,  0.0000    , 0.16485                                  
   4,   1,  19,  0.0000    ,  0.0000                                  
   4,   1,  20,  0.0000    ,  0.0000                                  
   4,   1,  21,  0.0000    ,  0.0000                                  
   4,   1,  22,  0.0000    ,  0.0000                                  
   4,   1,  23,  0.0000    ,  0.0000                                  
   4,   1,  24,  0.0000    ,  0.0000                                  
   5,   1,   1, 0.21762    ,  0.0000                                  
   5,   1,   2,  0.0000    ,  0.0000                                  
   5,   1,   3, 0.61845E-01, 0.43555E-01                              
   5,   1,   4,  0.0000    , 0.28210E-01                              
   5,   1,   5,  0.0000    ,  0.0000                                  
   5,   1,   6,  0.0000    ,  0.0000                                  
   5,   1,   7,  0.0000    ,  0.0000                                  
   5,   1,   8,  0.0000    , 0.25962                                  
   5,   1,   9,  0.0000    , 0.20631                                  
   5,   1,  10,  0.0000    , 0.10540E-01                              
   5,   1,  11,  0.0000    , 0.10659                                  
   5,   1,  12,  0.0000    ,  0.0000                                  
   5,   1,  13,  0.0000    ,  0.0000                                  
   5,   1,  14,  0.0000    ,  0.0000                                  
   5,   1,  15,  0.0000    ,  0.0000                                  
   5,   1,  16,  0.0000    ,  0.0000                                  
   5,   1,  17, 0.13717    ,  0.0000                                  
   5,   1,  18,  0.0000    ,  0.0000                                  
   5,   1,  19,  0.0000    ,  0.0000                                  
   5,   1,  20,  0.0000    ,  0.0000                                  
   5,   1,  21,  0.0000    ,  0.0000                                  
   5,   1,  22,  0.0000    ,  0.0000                                  
   5,   1,  23,  0.0000    ,  0.0000                                  
   5,   1,  24,  0.0000    ,  0.0000                                  
   6,   1,   1,  0.0000    ,  0.0000                                  
   6,   1,   2,  0.0000    ,  0.0000                                  
   6,   1,   3,  0.0000    ,  0.0000                                  
   6,   1,   4,  0.0000    ,  0.0000                                  
   6,   1,   5, 0.19215    ,  0.0000                                  
   6,   1,   6,  0.0000    ,  0.0000                                  
   6,   1,   7, 0.10200    ,  0.0000                                  
   6,   1,   8, 0.16665    , 0.60000E-01                              
   6,   1,   9,  0.0000    ,  0.0000                                  
   6,   1,  10,  0.0000    , 0.21060                                  
   6,   1,  11,  0.0000    , 0.15210                                  
   6,   1,  12,  0.0000    ,  0.0000                                  
   6,   1,  13,  0.0000    ,  0.0000                                  
   6,   1,  14,  0.0000    ,  0.0000                                  
   6,   1,  15,  0.0000    ,  0.0000                                  
   6,   1,  16,  0.0000    ,  0.0000                                  
   6,   1,  17,  0.0000    , 0.15245                                  
   6,   1,  18,  0.0000    ,  0.0000                                  
   6,   1,  19,  0.0000    ,  0.0000                                  
   6,   1,  20,  0.0000    ,  0.0000                                  
   6,   1,  21,  0.0000    ,  0.0000                                  
   6,   1,  22,  0.0000    ,  0.0000                                  
   6,   1,  23,  0.0000    ,  0.0000                                  
   6,   1,  24,  0.0000    ,  0.0000                                  
   7,   1,   1,  0.0000    ,  0.0000                                  
   7,   1,   2,  0.0000    ,  0.0000                                  
   7,   1,   3, 0.10540    ,  0.0000                                  
   7,   1,   4,  0.0000    , 0.45969E-02                              
   7,   1,   5,  0.0000    ,  0.0000                                  
   7,   1,   6, 0.15717    ,  0.0000                                  
   7,   1,   7,  0.0000    ,  0.0000                                  
   7,   1,   8, 0.23442    ,  0.0000                                  
   7,   1,   9,  0.0000    , 0.20631                                  
   7,   1,  10,  0.0000    , 0.10540E-01                              
   7,   1,  11,  0.0000    , 0.17360                                  
   7,   1,  12,  0.0000    ,  0.0000                                  
   7,   1,  13,  0.0000    , 0.23421                                  
   7,   1,  14,  0.0000    ,  0.0000                                  
   7,   1,  15,  0.0000    ,  0.0000                                  
   7,   1,  16,  0.0000    ,  0.0000                                  
   7,   1,  17,  0.0000    ,  0.0000                                  
   7,   1,  18,  0.0000    , 0.22692                                  
   7,   1,  19,  0.0000    ,  0.0000                                  
   7,   1,  20,  0.0000    , 0.21111                                  
   7,   1,  21,  0.0000    ,  0.0000                                  
   7,   1,  22,  0.0000    ,  0.0000                                  
   7,   1,  23,  0.0000    ,  0.0000                                  
   7,   1,  24,  0.0000    ,  0.0000                                  
   8,   1,   1, 0.21762    ,  0.0000                                  
   8,   1,   2,  0.0000    ,  0.0000                                  
   8,   1,   3, 0.10081    , 0.45880E-02                              
   8,   1,   4,  0.0000    , 0.28210E-01                              
   8,   1,   5,  0.0000    ,  0.0000                                  
   8,   1,   6,  0.0000    , 0.13454E-02                              
   8,   1,   7,  0.0000    ,  0.0000                                  
   8,   1,   8,  0.0000    ,  0.0000                                  
   8,   1,   9,  0.0000    , 0.20631                                  
   8,   1,  10,  0.0000    , 0.10540E-01                              
   8,   1,  11,  0.0000    , 0.17360                                  
   8,   1,  12,  0.0000    ,  0.0000                                  
   8,   1,  13,  0.0000    , 0.23421                                  
   8,   1,  14,  0.0000    , 0.19081                                  
   8,   1,  15,  0.0000    ,  0.0000                                  
   8,   1,  16,  0.0000    ,  0.0000                                  
   8,   1,  17,  0.0000    , 0.13717                                  
   8,   1,  18,  0.0000    , 0.22692                                  
   8,   1,  19,  0.0000    ,  0.0000                                  
   8,   1,  20,  0.0000    , 0.21111                                  
   8,   1,  21,  0.0000    , 0.14027                                  
   8,   1,  22,  0.0000    ,  0.0000                                  
   8,   1,  23,  0.0000    ,  0.0000                                  
   8,   1,  24,  0.0000    ,  0.0000                                  
   9,   1,   1,  0.0000    ,  0.0000                                  
   9,   1,   2, 0.25125    ,  0.0000                                  
   9,   1,   3, 0.74190E-01, 0.61560E-01                              
   9,   1,   4,  0.0000    ,  0.0000                                  
   9,   1,   5,  0.0000    ,  0.0000                                  
   9,   1,   6,  0.0000    ,  0.0000                                  
   9,   1,   7,  0.0000    ,  0.0000                                  
   9,   1,   8,  0.0000    , 0.22665                                  
   9,   1,   9,  0.0000    ,  0.0000                                  
   9,   1,  10,  0.0000    , 0.21060                                  
   9,   1,  11,  0.0000    , 0.15210                                  
