 Marginal cost per stage per sub-system ($/MWh)
                                                                                                                                                      
 Stage,S1          
"2016/01",52.66667
"2016/02",52.66667
"2016/03",52.66667
"2016/04",52.66667
"2016/05",52.66667
"2016/06",52.66667
"2016/07",52.66667
"2016/08",52.66667
"2016/09",52.66667
"2016/10",52.66667
"2016/11",52.66667
"2016/12",52.66667
